ÁREA,EQUIPAMENTO,SISTEMA,SEÇÃO,DATA INSPEÇÃO,ESPESSURA MÍNIMA,CRITICIDADE DO DANO,DANO NA CORREIA,OBSERVAÇÕES
DESCARREGAMENTO,TR-313K-60,TRANSPORTADOR,1,2017-10-11 00:00:00,8,---,SEM DANO,-----------
DESCARREGAMENTO,TR-313K-61,TRANSPORTADOR,1,2017-10-11 00:00:00,5,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,'CORREIA COM ONDULAÇÕES NO RETORNO SEM AFETAR A OPERACIONALIDADE.
DESCARREGAMENTO,TR-313K-64,TRANSPORTADOR,1,2017-10-11 00:00:00,11,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,'SOLTANDO A COBERTA NO FECHAMENTO DA EMENDA 03.
PÁTIO,RP-313K-02,LANÇA,1,2017-10-10 00:00:00,10,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,"CORREIA COM 24 CABOS PARTIDOS NO RETORNO DA EMENDA, VAI SER FEITO REPARO PREVENTIDO NA EMENDA."
DESCARREGAMENTO,TR-311K-06,TRANSPORTADOR,1,2017-10-10 00:00:00,6,---,SEM DANO,----
DESCARREGAMENTO,TR-311K-06,TRANSPORTADOR,1,2017-10-10 00:00:00,6,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,FOI LANCADO A MEDICÇÃO NOVAMENTE PRA SER INSERIDO O DANO NA BORDA OCORRIDO NO DIA 17/10/2017.'FOI OBSERVADO QUE A BORDA ESTA COM 12 CABOS ROMPIDOS NA BORDA.
DESCARREGAMENTO,TR-311K-09,TRANSPORTADOR,1,2017-10-10 00:00:00,11,---,SEM DANO,-------
DESCARREGAMENTO,TR-313K-56,TRANSPORTADOR,1,2017-10-10 00:00:00,5,---,SEM DANO,---------
DESCARREGAMENTO,TR-313K-57,TRANSPORTADOR,1,2017-10-10 00:00:00,6,---,SEM DANO,---------------
DESCARREGAMENTO,TR-313K-57,TRANSPORTADOR,1,2017-10-10 00:00:00,6,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,FOI LANÇADO NOVAMENTE A MEDIÇÃO PRA PODE LANCAR A AVARIA.EMENDA COM 200MM DESCOLADO NO FECHAMENTO DA EMENDA NA CARGA
PÁTIO,RP-313K-05,LANÇA,1,2017-10-06 00:00:00,7,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,"MEDIÇAO DE 7,75 DO LADO DIREITO MAIS DESGASTADA DEVIDO MATERIAL QUE ACUMULOU NAS GUIAS DE VEDAÇAO DO LADO DIREITO DO CHUTE DA RODA DE CAÇAMBAS."
DESCARREGAMENTO,TR-311K-11,TRANSPORTADOR,1,2017-10-06 00:00:00,5,---,SEM DANO,-----
DESCARREGAMENTO,TR-311K-13,TRANSPORTADOR,1,2017-10-06 00:00:00,9,---,SEM DANO,-------
DESCARREGAMENTO,TR-311K-13,TRANSPORTADOR,1,2017-10-06 00:00:00,9,---,SEM DANO,----------
DESCARREGAMENTO,TR-311K-03,TRANSPORTADOR,1,2017-10-03 00:00:00,6,---,SEM DANO,-----
DESCARREGAMENTO,TR-313K-01,TRANSPORTADOR,1,2017-10-03 00:00:00,7,---,SEM DANO,-------
DESCARREGAMENTO,TR-313K-08,TRANSPORTADOR,1,2017-10-03 00:00:00,6,---,SEM DANO,--------
DESCARREGAMENTO,TR-313K-10,TRANSPORTADOR,1,2017-10-03 00:00:00,6,---,SEM DANO,--------
DESCARREGAMENTO,TR-313K-10,TRANSPORTADOR,1,2017-10-03 00:00:00,6,---,SEM DANO,-------------
DESCARREGAMENTO,TR-313K-14,TRANSPORTADOR,1,2017-10-03 00:00:00,8,---,SEM DANO,----------------
DESCARREGAMENTO,TR-313K-17,TRANSPORTADOR,1,2017-10-03 00:00:00,9,---,SEM DANO,-------
PÁTIO,RP-313K-03,LANÇA,1,2017-10-02 00:00:00,9,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,EMENDA ARRANCOU UMA PARTE DA COBERTURA SUPERIOR NO FECHAMENTO DA MESMA.
PÁTIO,RP-313K-07,LANÇA,1,2017-10-02 00:00:00,12,---,SEM DANO,"1° MEDIÇAO , CORREIA NOVA INSTALADA NESSA DATA DE 02/10/2017."
PÁTIO,ER-313K-02,LANÇA,1,2017-09-29 00:00:00,12,---,SEM DANO,CORREIA NOVA SEM AVARIA NA MESMA
DESCARREGAMENTO,AL-313K-01,ALIMENTADOR,1,2017-09-28 00:00:00,5,---,SEM DANO,—-
DESCARREGAMENTO,EP-313K-03,LANÇA,1,2017-09-28 00:00:00,4,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,"APARECIMENTO DE TRINCA PELO RETORNO NO FECHAMENTO. CORREIA EM MONITORAMENTO SEM APRESENTAR EVOLUÇÃO, SERÁ REALIZADO UM REPARO COM TIRA."
DESCARREGAMENTO,EP-313K-03,TRAYLLER,1,2017-09-28 00:00:00,6,---,SEM DANO,---
DESCARREGAMENTO,TR-311K-01,TRANSPORTADOR,1,2017-09-28 00:00:00,10,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,LIMPADOR DIALGONAL PELO RETORNO AVARIOU O FECHAMENTO DA EMENDA. JÁ FOI RETIRADO O MESMO.
DESCARREGAMENTO,TR-313K-06,TRANSPORTADOR,1,2017-09-28 00:00:00,5,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,CORREIA COM CORTE LONGITUDINAL PELO RETORNO MENOS NO TRECHO INSERIDO NESTA DA EMENDA 07 A 08. CORTE NÃO ALTERA A OPERACIONALIDADE DA CORREIA.
DESCARREGAMENTO,TR-313K-59,TRANSPORTADOR,1,2017-09-28 00:00:00,12,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,DESPRENDIMENTO DA COBERTURA INFERIOR NA EMENDA PELO RETORNO NO FECHAMENTO DA EMNDA Nº 02
EMBARQUE,CN-325K-02,INTERMEDIÁRIO,1,2017-09-27 00:00:00,9,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,EMENDA APRESENTA AVARIA NO BICO DO FECHAMENTO PELA CARGA DEVIDO DESALINHAMENTO.
EMBARQUE,CN-325K-02,LANÇA,1,2017-09-27 00:00:00,2,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,"CORREIA APRESENTA AVARIAS NO FECHAMENTO DA CARGA E NO RETORNO, A MESMA APRESENTA TAMBEM LONA NA SUA COBERTURA EXPOSTA."
DESCARREGAMENTO,TR-311K-07,TRANSPORTADOR,1,2017-09-27 00:00:00,9,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,"DESCOLAGEM BORDA 40MM LADO DIREITO SENTIDO ACIONAMENTO ""A"""
DESCARREGAMENTO,TR-311K-08,TRANSPORTADOR,1,2017-09-27 00:00:00,8,---,SEM DANO,--------
DESCARREGAMENTO,TR-313K-57,TRANSPORTADOR,1,2017-09-27 00:00:00,6,---,SEM DANO,-------
PÁTIO,RP-313K-07,LANÇA,1,2017-09-25 00:00:00,5,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,"CORREIA COM AVARIA NO RETORNO PROXIMO A BORDA DO LADO ESQUERDO, CORREIA DESALINHANDO POR CONTA DESSA AVARIA , EMENDA AVARIADA NO FECHAMENTO PELO RETORNO E CARGA, EMENDA ABRINDO , EMENDA RECOLADA E COM REPARO."
EMBARQUE,CN-326K-01,LANÇA,1,2017-09-23 00:00:00,6,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,CORREIA COM DESGASTE PREMATURO NA BORDA LADO ESQUERDO NO RETORNO COM CABOS EXPOSTO. EMENDA COM AVARIAS NO FECHAMENTO CARGA COM PERDA DE BORRACHA NO CENTRO E COM O BICO DA EMENDA ABRINDO.
DESCARREGAMENTO,TR-311K-10,TRANSPORTADOR,1,2017-09-22 00:00:00,6,---,SEM DANO,-------
DESCARREGAMENTO,TR-311K-13,TRANSPORTADOR,1,2017-09-22 00:00:00,10,---,SEM DANO,--------
DESCARREGAMENTO,TR-311K-13,TRANSPORTADOR,1,2017-09-22 00:00:00,10,---,SEM DANO,----------
DESCARREGAMENTO,TR-313K-84,TRANSPORTADOR,1,2017-09-22 00:00:00,8,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,AVARIA  NA BORDA DA CORREIA DEVIDO DESALINHAMENTO
PÁTIO,RP-313K-06,LANÇA,1,2017-09-21 00:00:00,7,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,"AVARIA NA CORREIA , EMENDA E BORDAS, RASGO VAZADO DE 100 MM COM REPARO FEITO"
PÁTIO,RP-313K-02,LANÇA,1,2017-09-20 00:00:00,10,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,"EMENDA COM AVARIA NO RETORNO PRÓXIMO A BORDA NO LADO DIREITO FLUXO DEVIDO DESGASTE NO REVESTIMENTO DO TAMBOR, ESTAR QUEBRANDO CABOS."
DESCARREGAMENTO,TR-313K-19,TRANSPORTADOR,1,2017-09-20 00:00:00,8,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,MARCAÇÃO LESF LONGITUDINAL CAUSADO POR PEDRA PRESA NA GUIA EXTERNA
DESCARREGAMENTO,TR-313K-23,TRANSPORTADOR,1,2017-09-20 00:00:00,5,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,MARCAÇÃO LONGITUDINAL LDSF E LESF AUSADO POR PEDRA NAS GUIAS.
PÁTIO,ER-313K-04,LANÇA,1,2017-09-19 00:00:00,10,---,SEM DANO,-----------------
DESCARREGAMENTO,TR-313K-82,TRANSPORTADOR,1,2017-09-19 00:00:00,10,---,SEM DANO,--------
EMBARQUE,AM-314K-06,AMOSTRADOR,1,2017-09-17 00:00:00,6,---,SEM DANO,"FOI FEITA MEDIÇÃO DE ESPESSURA NA CORREIA TRANSPORTADORA E A MESMA ENCONTRA-SE EM MEDIDAS DENTRO DOS PADROES DE OPERAÇÕES ACIMA DE 4MM, A MESMA FOI TROCADA NO DIA 11-09-2017."
PÁTIO,ER-313K-01,LANÇA,1,2017-09-15 00:00:00,6,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,BORDA DA CORREIA DANIFICADA NO LADO ESQUERDO / EMENDA COM AVARIA NA CARGA E RETORNO.
DESCARREGAMENTO,TR-311K-05,TRANSPORTADOR,1,2017-09-14 00:00:00,6,P4 - PREVENTIVA ATÉ 90 DIAS,RETORNO,DADOS DE MEDIÇÃO DO DIA 16/08/17.DESPRENDIMENTO DA BORRACHA INFERIOR DA CORREIA PROXIMO A REGIÃO DA EMENDA.
DESCARREGAMENTO,TR-311K-04,TRANSPORTADOR,1,2017-09-13 00:00:00,11,---,SEM DANO,CORREIA NOVA TROCADA EM 13/09/2017 CONTITHEC ST 2500 /1800
DESCARREGAMENTO,TR-313K-17,TRANSPORTADOR,1,2017-09-12 00:00:00,8,---,SEM DANO,CORREIA COM DESGASTE NORMAL
DESCARREGAMENTO,TR-311K-02,TRANSPORTADOR,1,2017-09-11 00:00:00,12,---,SEM DANO,CORREIA NOVA
EMBARQUE,CN-326K-04,LANÇA,1,2017-09-09 00:00:00,11,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,AVARIA NO FECHAMENTO DA EMENDA NA CARGA.
PÁTIO,RP-313K-06,LANÇA,1,2017-09-09 00:00:00,9,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,"CORREIA DESALINHOU NO INICIO DESSE MÊS VINDO A CAUSAR AVARIA NA BORDA SENTIDO FLUXO, TAMBEM NO FECHAMENTO DA EMENDAPELO RETORNO , CORREIA TEM RASGO VAZADO DE UNS 100MM PROXIMO DA BORDA LADO DIREITO, BORDAS DA CORREIA TAMBEM DANIFICADA."
DESCARREGAMENTO,TR-311K-13,TRANSPORTADOR,1,2017-09-09 00:00:00,10,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,---------
EMBARQUE,TR-313K-13,TRANSPORTADOR,1,2017-09-09 00:00:00,10,---,SEM DANO,----------
EMBARQUE,CN-325K-01,INTERMEDIÁRIO,1,2017-09-08 00:00:00,14,---,SEM DANO,CORREIA NOVA E SEM AVARIAS.
PÁTIO,RP-313K-05,LANÇA,1,2017-09-08 00:00:00,13,---,SEM DANO,CORREIA NOVA
EMBARQUE,CN-325K-03,LANÇA,1,2017-09-06 00:00:00,10,---,SEM DANO,---
EMBARQUE,CN-326K-03,LANÇA,1,2017-08-31 00:00:00,14,---,SEM DANO,CORREIA NOVA
EMBARQUE,CN-325K-02,LANÇA,1,2017-08-30 00:00:00,8,---,SEM DANO,---
EMBARQUE,CN-325K-03,INTERMEDIÁRIO,1,2017-08-30 00:00:00,4,---,SEM DANO,-----
EMBARQUE,CN-326K-04,LANÇA,1,2017-08-30 00:00:00,8,---,SEM DANO,------
EMBARQUE,CN-326K-04,REDLEY,1,2017-08-30 00:00:00,5,---,SEM DANO,-------
EMBARQUE,AL-3000KP-01,ALIMENTADOR,1,2017-08-29 00:00:00,5,---,SEM DANO,CORREIA DESALINHADO DO LADO ESQUERDO SENTIDO FLUXO.
EMBARQUE,AL-3000KP-02,ALIMENTADOR,1,2017-08-29 00:00:00,5,---,SEM DANO,SEM OBSERVAÇÕES
EMBARQUE,AL-3000KP-03,ALIMENTADOR,1,2017-08-29 00:00:00,4,---,SEM DANO,SEM OBSERVAÇÕES
EMBARQUE,AL-3000KP-04,ALIMENTADOR,1,2017-08-29 00:00:00,6,---,SEM DANO,SEM OBSERVAÇÕES
EMBARQUE,AM-3000KP-01,AMOSTRADOR,1,2017-08-29 00:00:00,3,P3 - PREVENTIVA ATÉ 60 DIAS,BORDA,"CORREIA ESTA COM AVARIA LONGITUDINAIS NA CARGA DO LADO ESQUERDO SENTIDO FLUXO, DEVIDO GUIA EXTERNA."
PÁTIO,ER-313K-04,LANÇA,1,2017-08-29 00:00:00,14,---,SEM DANO,------------------
EMBARQUE,AM-314K-08,AMOSTRADOR,1,2017-08-28 00:00:00,5,---,SEM DANO,SEM OBSERVAÇÕES
EMBARQUE,AL-314K-206,ALIMENTADOR,1,2017-08-25 00:00:00,5,---,SEM DANO,SEM OBSERVAÇÕES
EMBARQUE,AL-314K-207,ALIMENTADOR,1,2017-08-25 00:00:00,5,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,SEM OBSERVAÇÕES
EMBARQUE,AL-314K-210,ALIMENTADOR,1,2017-08-25 00:00:00,5,---,SEM DANO,SEM OBSERVAÇÕES
EMBARQUE,AL-314K-211,ALIMENTADOR,1,2017-08-25 00:00:00,6,---,SEM DANO,SEM OBSERVAÇÕES
PÁTIO,RP-313K-08,LANÇA,1,2017-08-24 00:00:00,12,---,SEM DANO,-----
CARREGAMENTO,CN-326K-02,REDLEY,1,2017-08-22 00:00:00,5,---,SEM DANO,—
DESCARREGAMENTO,TR-313K-60,TRANSPORTADOR,1,2017-08-20 00:00:00,14,---,SEM DANO,----------
DESCARREGAMENTO,TR-313K-61,TRANSPORTADOR,1,2017-08-20 00:00:00,7,---,SEM DANO,--------
DESCARREGAMENTO,TR-313K-64,TRANSPORTADOR,1,2017-08-19 00:00:00,14,---,SEM DANO,CORREIA NOVA
EMBARQUE,CN-325K-02,INTERMEDIÁRIO,1,2017-08-17 00:00:00,10,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,"CORREIA APRESENTA BORDA AVARIADA EM TODA SUA EXTENSÃO ONDE JÁ VEIO AVARIAR O FECHAMENTO DA EMENDA PELA CARGA, JÁ FOI FEITO O REPARO DA MESMA NÃO SEGUROU DEVIDO AO DESALINHAMENTO. JÁ FOI ACIONADO O INSPETOR MECÂNICO O MESMO CIENTE DO CASO PARA CORRIGIR O PROBLEMA."
EMBARQUE,CN-325K-02,LANÇA,1,2017-08-17 00:00:00,8,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,"CORREIA APRESENTA BORDA AVARIADA, JUNTO A EMENDA PELO RETORNO QUE SE ENCONTRA ABRINDO O FECHAMENTO."
DESCARREGAMENTO,TR-311K-07,TRANSPORTADOR,1,2017-08-17 00:00:00,10,---,SEM DANO,——
DESCARREGAMENTO,TR-313K-01,TRANSPORTADOR,1,2017-08-17 00:00:00,7,---,SEM DANO,-------
DESCARREGAMENTO,TR-313K-02,TRANSPORTADOR,1,2017-08-17 00:00:00,4,---,SEM DANO,-------
DESCARREGAMENTO,TR-313K-02,TRANSPORTADOR,1,2017-08-17 00:00:00,4,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,CABO DE AÇO DO ESTAGIO DA EMENDA EXPOSTO A FAVOR DO RASPADOR.
DESCARREGAMENTO,TR-313K-16,TRANSPORTADOR,1,2017-08-17 00:00:00,5,---,SEM DANO,——
DESCARREGAMENTO,TR-313K-17,TRANSPORTADOR,1,2017-08-17 00:00:00,9,---,SEM DANO,--------
DESCARREGAMENTO,TR-313K-59,TRANSPORTADOR,1,2017-08-17 00:00:00,13,---,SEM DANO,CORREIA MERCURIO 5PN/4000 INSTALADA 12/08/2017
DESCARREGAMENTO,TR-313K-60,TRANSPORTADOR,1,2017-08-17 00:00:00,14,---,SEM DANO,MEDIÇÃO ANTES DE ENTRAR EM OPERAÇÃO CORREIA NOVA.
DESCARREGAMENTO,TR-313K-61,TRANSPORTADOR,1,2017-08-17 00:00:00,8,---,SEM DANO,--------
DESCARREGAMENTO,AL-313K-01,ALIMENTADOR,1,2017-08-16 00:00:00,6,---,SEM DANO,——
DESCARREGAMENTO,AL-313K-02,ALIMENTADOR,1,2017-08-16 00:00:00,4,---,SEM DANO,--
DESCARREGAMENTO,AL-313K-02,ALIMENTADOR,1,2017-08-16 00:00:00,4,---,SEM DANO,—-
PÁTIO,RP-313K-04,LANÇA,1,2017-08-16 00:00:00,7,---,SEM DANO,--------
DESCARREGAMENTO,TR-311K-03,TRANSPORTADOR,1,2017-08-16 00:00:00,6,---,SEM DANO,----
DESCARREGAMENTO,TR-311K-04,TRANSPORTADOR,1,2017-08-16 00:00:00,4,---,SEM DANO,----
DESCARREGAMENTO,TR-311K-05,TRANSPORTADOR,1,2017-08-16 00:00:00,6,---,SEM DANO,---
DESCARREGAMENTO,TR-311K-06,TRANSPORTADOR,1,2017-08-16 00:00:00,6,---,SEM DANO,----
DESCARREGAMENTO,TR-311K-08,TRANSPORTADOR,1,2017-08-16 00:00:00,10,---,SEM DANO,-------
DESCARREGAMENTO,TR-313K-08,TRANSPORTADOR,1,2017-08-16 00:00:00,6,---,SEM DANO,--------
DESCARREGAMENTO,TR-313K-10,TRANSPORTADOR,1,2017-08-16 00:00:00,6,---,SEM DANO,---------
DESCARREGAMENTO,TR-313K-14,TRANSPORTADOR,1,2017-08-16 00:00:00,9,---,SEM DANO,---------
DESCARREGAMENTO,TR-313K-56,TRANSPORTADOR,1,2017-08-16 00:00:00,4,---,SEM DANO,-------
DESCARREGAMENTO,TR-313K-57,TRANSPORTADOR,1,2017-08-16 00:00:00,7,---,SEM DANO,---------
PÁTIO,RP-313K-05,LANÇA,1,2017-08-13 00:00:00,5,P5 - PREVENTIVA ATÉ 180 DIAS,AVARIA,CORREIA EM FIM DE VIDA UTIL COM AVARIAS NA BORDA LADO DIREITO SENTIDO FLUXO(CORREIA NA LONA).
PÁTIO,RP-313K-06,LANÇA,1,2017-08-09 00:00:00,9,---,SEM DANO,--------
EMBARQUE,TR-314K-17,TRANSPORTADOR,1,2017-08-08 00:00:00,5,---,SEM DANO, A CORREIA NÃO APRESENTA AVARIA.
PÁTIO,ER-313K-03,TRAYLLER,1,2017-08-05 00:00:00,12,---,SEM DANO,MEDIDA DE INSTALAÇÃO
PÁTIO,ER-313K-03,LANÇA,1,2017-08-04 00:00:00,5,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,DESGASTE PREMATURO NO LADO DIREITO FLUXO POR FALTA DE REGULAGEM DAS VEDAÇÕES DAS GUIAS DE POLIRIULETANO.
EMBARQUE,CN-326K-04,LANÇA,1,2017-08-02 00:00:00,9,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,"DANOS NA CORREIA DEVIDO ROLO DE TRANSIÇAO, O MESMO FOI TROCADO."
EMBARQUE,CN-325K-01,INTERMEDIÁRIO,1,2017-08-01 00:00:00,3,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,DESGASTE NA CORREIA. LONA EXPOSTA EM ALGUNS PONTOS.
EMBARQUE,CN-325K-01,LANÇA,1,2017-08-01 00:00:00,4,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,DESGASTE PREMATURO NO CENTRO DA CORREIA.
EMBARQUE,CN-325K-01,LANÇA,1,2017-08-01 00:00:00,4,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,DESGASTE PREMATURO.
EMBARQUE,CN-325K-01,REDLEY,1,2017-08-01 00:00:00,4,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,BOSAS AVARIADAS COM EXPOSIÇÃO DAS LONAS.
PÁTIO,RP-313K-03,LANÇA,1,2017-08-01 00:00:00,10,---,SEM DANO,-------------
PÁTIO,ER-313K-02,LANÇA,1,2017-07-31 00:00:00,0,P3 - PREVENTIVA ATÉ 60 DIAS,EMENDA,CORREIA COM DESGASTE PREMATURO NA CARGA LADO ESQUERDO FLUXO 300MM DA BORDA SENTIDO CENTRO / EMENDA DE CORREIA COM BOLHA NA CARGA.
DESCARREGAMENTO,TR-313K-56,TRANSPORTADOR,1,2017-07-31 00:00:00,3,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,BORDAS AVARIADAS POR DESALINHAMENTOS PASSADOS JÁ TRATADOS. EMENDA 2 COM TRINCA PELO RETORNO.
DESCARREGAMENTO,EP-313K-03,LANÇA,1,2017-07-29 00:00:00,4,---,SEM DANO,---
DESCARREGAMENTO,EP-313K-03,TRAYLLER,1,2017-07-29 00:00:00,7,---,SEM DANO,---
DESCARREGAMENTO,TR-311K-06,TRANSPORTADOR,1,2017-07-29 00:00:00,5,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,"BORDAS AVARIADAS MARCAÇÃO LONGITUDINAL NA CORREIA NO RETORNO,EXPONDO CABOS, TRINCA TRANSVERSAL PELO RETORNO COM 8 CABOS ROMPIDOS."
DESCARREGAMENTO,TR-313K-06,TRANSPORTADOR,1,2017-07-29 00:00:00,5,P4 - PREVENTIVA ATÉ 90 DIAS,RETORNO,"'DEVIDO A QUEBRA DE UM ROLO DE CARGA NA MESA DA EP-03, A CORREIA LEVOU CORTE LONGITUDINAL EM QUASE A SUA TOTALIDADE PELO RETORNO UNS 800MM DA BORDA ESQUERDA PARA O CENTRO."
EMBARQUE,CN-326K-01,REDLEY,1,2017-07-26 00:00:00,4,---,SEM DANO,------
EMBARQUE,AM-314K-203,AMOSTRADOR,1,2017-07-25 00:00:00,5,---,SEM DANO,----
EMBARQUE,CN-326K-01,LANÇA,1,2017-07-25 00:00:00,5,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,"CORREIA ENCONTRA-SE COM 03 PONTOS COM CABOS COMEÇANDO APARECER,EMENDA NO FECHAMENTO PELA CARGA AVARIADA"
PÁTIO,RP-313K-07,LANÇA,1,2017-07-25 00:00:00,7,---,SEM DANO,"MEDIDAS LADO ESQUERDO MUITO BAIXAS DEVIDO ROLOS PLANOS DA MAQUINA ESTAREM TRAVANDO CONSTANTEMENTE E ASSIM FAZENDO COM QUE A CORREIA TENHA UM DESGASTE MAIS RAPIDO DO QUE O NORMAL, PRINCIPALMENTE DO LADO DA RODA DE CAÇAMBAS."
PÁTIO,RP-313K-02,LANÇA,1,2017-07-22 00:00:00,14,---,SEM DANO,------------
DESCARREGAMENTO,TR-311K-01,TRANSPORTADOR,1,2017-07-21 00:00:00,11,---,SEM DANO,---
DESCARREGAMENTO,TR-311K-08,TRANSPORTADOR,1,2017-07-21 00:00:00,9,---,SEM DANO,--------
DESCARREGAMENTO,TR-313K-04,TRANSPORTADOR,1,2017-07-21 00:00:00,6,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,TRINCA NO RETORNO DA CORREIA SEM AFETAR A OPERACIONALIDADE.
DESCARREGAMENTO,TR-313K-57,TRANSPORTADOR,1,2017-07-21 00:00:00,7,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,"EMENDA ABRINDO NA BORDA LDSF PARA O FECHAMENTO DO RETORNO,RECOLADA A BORDA E APLICADO TIRA DE ACABAMENTO PARA REFORÇO DA RECOLAGEM."
DESCARREGAMENTO,TR-313K-59,TRANSPORTADOR,1,2017-07-21 00:00:00,8,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,TODAS AS EMENDAS(3) COM AS BORDAS AVARIADAS  E ABRINDO COM PELO FECHAMENTO DO RETORNO E EMENDA 02 ABRINDO PELA CARGA TBM.REALIZADO REPARO NAS AVARIAS.
PÁTIO,ER-313K-02,LANÇA,1,2017-07-20 00:00:00,5,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,DESGASTE PREMATURO EM TODA EXTENSÃO NO LADO DIREITO DA CORREIA DEVIDO FALTA DE REGULAGEM DAS BORRACHAS DE VEDAÇÃO.
EMBARQUE,AM-314K-06,AMOSTRADOR,1,2017-07-18 00:00:00,3,---,SEM DANO,SEM OBSERVAÇÕES
DESCARREGAMENTO,TR-313K-23,TRANSPORTADOR,1,2017-07-17 00:00:00,5,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,'MARCA LONGITUDINAL LDSF EM TODA CORREIA CAUSADA POR UM PEDRA NA GUIA EXTERNA
PÁTIO,RP-313K-04,LANÇA,1,2017-07-16 00:00:00,9,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,EMENDA COM AVARIA NA CORREIA PELO RETORNO
EMBARQUE,CN-325K-02,INTERMEDIÁRIO,1,2017-07-14 00:00:00,9,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,A CORREIA APRESENTA BORDA AVARIADA DEVIDO DESALINHAMENTO E CONTATO COM ALINHADOR FIXO.
DESCARREGAMENTO,TR-313K-64,TRANSPORTADOR,1,2017-07-14 00:00:00,2,---,SEM DANO,-------------
EMBARQUE,CN-325K-02,INTERMEDIÁRIO,1,2017-07-13 00:00:00,2,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,A CORREIA ENCONTRA-SE COM A BORDA COMPLETAMENTE AVARIADA.
EMBARQUE,CN-325K-02,LANÇA,1,2017-07-13 00:00:00,5,P4 - PREVENTIVA ATÉ 90 DIAS,EMENDA,A EMENDA ENCONTRA-SE COM O FECHAMENTO NA PARTE DA CARGA NAS LATERAIS COM AVARIA.
EMBARQUE,CN-325K-02,REDLEY,1,2017-07-13 00:00:00,2,P4 - PREVENTIVA ATÉ 90 DIAS,BORDA,CORREIA COM BORDA COMPLETAMENTE AVARIADA
EMBARQUE,CN-326K-03,LANÇA,1,2017-07-13 00:00:00,12,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,'CABOS EXPOSTOS PELO RETORNO DA CORREIA E FURO NA CORREIA
EMBARQUE,CN-326K-03,REDLEY,1,2017-07-13 00:00:00,5,---,SEM DANO,----
PÁTIO,RP-313K-08,LANÇA,1,2017-07-12 00:00:00,14,---,SEM DANO,CORREIA NOVA INSTALADA NO EQUIPAMENTO NESTA DATA.
PÁTIO,ER-313K-04,LANÇA,1,2017-07-11 00:00:00,3,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,'DESGASTE PREMATURO PRÓXIMO A BORDA DEVIDO A FALTA DE REGULAGEM DAS GUIAS DE VEDAÇÃO
PÁTIO,ER-313K-04,TRAYLLER,1,2017-07-11 00:00:00,2,P4 - PREVENTIVA ATÉ 90 DIAS,AVARIA,INICIO DE AVARIA NO FECHAMENTO DA EMENDA PELO RETORNO
